Gift_0,1751,80,Essential
Gift_1,1557,15,Essential
Gift_2,637,52,Luxury,7,7
Gift_3,2157,9,Utility,1,4
Gift_4,583,5,Utility,7,9
Gift_5,452,53,Luxury,9,2
Gift_6,550,32,Luxury,12,9
Gift_7,1130,43,Essential
Gift_8,2582,31,Luxury,2,4
Gift_9,1172,7,Luxury,12,14
Gift_10,213,77,Utility,14,5
Gift_11,302,99,Essential
Gift_12,82,34,Utility,5,14
Gift_13,807,18,Luxury,13,5
Gift_14,369,17,Essential
Gift_15,2512,70,Essential
Gift_16,2460,83,Utility,8,5
Gift_17,2339,58,Luxury,8,9
Gift_18,2460,52,Luxury,15,12
Gift_19,1615,4,Luxury,12,12
Gift_20,35,12,Luxury,4,14
Gift_21,371,49,Essential
Gift_22,348,6,Luxury,10,9
Gift_23,1702,87,Luxury,2,8
Gift_24,619,34,Essential
Gift_25,350,31,Luxury,13,3
Gift_26,1634,62,Essential
Gift_27,2115,3,Luxury,3,6
Gift_28,2555,69,Utility,11,1
Gift_29,2143,65,Utility,8,2
Gift_30,109,5,Luxury,9,10
Gift_31,250,34,Luxury,3,6
Gift_32,263,9,Luxury,2,3
Gift_33,212,71,Utility,11,6
Gift_34,148,89,Luxury,15,4
Gift_35,1040,76,Utility,15,3
Gift_36,352,13,Essential
Gift_37,2382,17,Luxury,2,7
Gift_38,817,70,Essential
Gift_39,559,94,Utility,5,15
Gift_40,1844,97,Essential
Gift_41,743,26,Luxury,6,12
Gift_42,2333,22,Essential
Gift_43,919,64,Essential
Gift_44,2448,42,Essential
Gift_45,1533,17,Luxury,9,14
Gift_46,2405,58,Utility,3,8
Gift_47,2030,81,Essential
Gift_48,851,60,Utility,7,3
Gift_49,1701,19,Luxury,12,1
Gift_50,357,100,Essential
Gift_51,1457,43,Essential
Gift_52,0,23,Essential
Gift_53,178,25,Essential
Gift_54,1568,38,Luxury,3,15
