girl_0,16,1327,19,Desperate
girl_1,8,2117,30,Choosy
girl_2,15,203,15,Desperate
girl_3,80,2491,14,Choosy
girl_4,91,1391,65,Desperate
girl_5,59,1100,85,Not_committed
girl_6,82,2381,45,Not_committed
girl_7,115,1,57,Not_committed
girl_8,57,457,15,Desperate
girl_9,63,736,30,Choosy
girl_10,47,1306,82,Not_committed
girl_11,10,2216,56,Desperate
girl_12,45,378,53,Normal
girl_13,75,2464,26,Normal
girl_14,114,1826,5,Not_committed
girl_15,45,933,4,Choosy
girl_16,37,2242,69,Not_committed
girl_17,116,1819,86,Not_committed
girl_18,78,38,63,Desperate
girl_19,57,1402,11,Not_committed
girl_20,67,1687,65,Not_committed
girl_21,13,1375,27,Desperate
girl_22,102,1409,44,Normal
girl_23,22,295,70,Not_committed
girl_24,69,2248,5,Not_committed
girl_25,32,1315,71,Not_committed
girl_26,78,2490,32,Not_committed
girl_27,82,374,10,Desperate
girl_28,24,2413,26,Desperate
girl_29,33,333,20,Desperate
girl_30,107,1296,28,Choosy
girl_31,34,2008,8,Not_committed
girl_32,50,1203,35,Normal
girl_33,104,1078,19,Not_committed
girl_34,72,1436,8,Desperate
girl_35,91,1240,27,Desperate
girl_36,55,744,21,Not_committed
girl_37,38,77,31,Choosy
girl_38,120,2149,49,Not_committed
girl_39,36,788,19,Desperate
girl_40,113,1814,48,Not_committed
girl_41,81,1119,22,Choosy
girl_42,46,1905,43,Desperate
girl_43,43,135,70,Not_committed
girl_44,112,409,89,Desperate
girl_45,72,2207,86,Normal
girl_46,25,2243,0,Normal
girl_47,30,509,45,Choosy
girl_48,111,634,21,Desperate
girl_49,96,1839,43,Not_committed
