Gift_0,1382,86,Utility,15,13
Gift_1,736,18,Essential
Gift_2,1858,72,Luxury,2,7
Gift_3,942,27,Essential
Gift_4,2266,85,Luxury,12,1
Gift_5,238,73,Luxury,4,6
Gift_6,434,8,Luxury,13,5
Gift_7,1405,15,Luxury,1,3
Gift_8,1923,45,Luxury,9,14
Gift_9,6,64,Utility,1,12
Gift_10,2201,62,Essential
Gift_11,394,15,Utility,3,11
Gift_12,1037,50,Essential
Gift_13,1961,24,Utility,2,10
Gift_14,1950,14,Luxury,12,14
Gift_15,2460,58,Luxury,14,3
Gift_16,2554,33,Utility,3,14
Gift_17,421,33,Utility,2,14
Gift_18,2079,7,Utility,7,11
Gift_19,441,86,Essential
Gift_20,1746,21,Essential
Gift_21,1156,82,Essential
Gift_22,22,40,Luxury,2,11
Gift_23,625,92,Luxury,2,9
Gift_24,885,21,Utility,7,2
Gift_25,401,94,Utility,15,3
Gift_26,1040,14,Utility,9,3
Gift_27,2036,35,Luxury,13,15
Gift_28,347,65,Utility,13,5
Gift_29,1958,78,Luxury,6,7
Gift_30,43,71,Utility,15,5
Gift_31,1256,14,Utility,12,11
Gift_32,818,2,Essential
Gift_33,9,47,Essential
Gift_34,2154,67,Utility,14,9
Gift_35,458,66,Luxury,12,6
Gift_36,484,85,Utility,12,2
Gift_37,338,44,Luxury,1,1
Gift_38,2351,35,Utility,1,13
Gift_39,1780,77,Essential
Gift_40,1920,45,Essential
Gift_41,735,100,Utility,15,14
Gift_42,2037,15,Utility,9,3
Gift_43,1245,45,Luxury,1,14
Gift_44,1154,48,Utility,4,11
Gift_45,2291,59,Utility,15,15
Gift_46,2600,90,Essential
Gift_47,2408,70,Utility,13,12
Gift_48,2309,74,Utility,4,7
Gift_49,1896,78,Luxury,2,14
Gift_50,535,16,Utility,2,13
Gift_51,2267,27,Luxury,7,11
Gift_52,1509,7,Luxury,5,1
Gift_53,2234,32,Essential
Gift_54,2022,8,Luxury,10,6
