boy_0,17,1001,40,3,Not_committed
boy_1,8,57,57,6,Not_committed
boy_2,3,493,20,4,Geek
boy_3,100,310,80,0,Miser
boy_4,49,1604,2,1,Not_committed
boy_5,10,1108,75,10,Miser
boy_6,23,479,0,8,Geek
boy_7,1,1466,71,5,Miser
boy_8,25,499,57,4,Geek
boy_9,26,2719,17,6,Geek
boy_10,28,1172,58,8,Not_committed
boy_11,89,2032,99,10,Geek
boy_12,72,750,13,5,Geek
boy_13,47,305,46,10,Not_committed
boy_14,73,45,82,3,Geek
boy_15,3,1724,68,6,Geek
boy_16,98,2018,93,3,Generous
boy_17,10,1684,45,1,Miser
boy_18,100,967,8,2,Geek
boy_19,22,2943,7,4,Generous
boy_20,54,2131,1,10,Geek
boy_21,50,557,44,3,Geek
boy_22,70,57,59,0,Miser
boy_23,19,2105,34,9,Geek
boy_24,84,2225,0,2,Generous
boy_25,67,1472,60,8,Geek
boy_26,21,1880,27,7,Miser
boy_27,3,516,50,7,Generous
boy_28,77,1610,94,5,Generous
boy_29,66,1947,21,1,Generous
boy_30,49,1677,35,7,Miser
boy_31,93,69,65,1,Not_committed
boy_32,100,356,35,7,Geek
boy_33,47,1049,10,9,Not_committed
boy_34,77,218,67,8,Generous
boy_35,90,1686,4,10,Geek
boy_36,93,348,30,8,Generous
boy_37,66,2966,0,5,Generous
boy_38,70,2649,4,7,Not_committed
boy_39,70,1189,21,10,Generous
boy_40,23,2645,94,0,Miser
boy_41,98,2703,35,1,Geek
boy_42,16,2782,57,10,Miser
boy_43,80,1784,56,8,Not_committed
boy_44,43,2374,35,10,Not_committed
boy_45,40,497,42,9,Not_committed
boy_46,32,1303,95,1,Geek
boy_47,46,693,32,10,Not_committed
boy_48,13,2103,59,2,Not_committed
boy_49,28,258,77,4,Generous
boy_50,77,1701,94,7,Miser
boy_51,70,745,59,8,Generous
boy_52,6,1795,56,10,Miser
boy_53,66,2746,77,4,Geek
boy_54,26,1681,32,9,Geek
boy_55,6,1437,36,1,Miser
boy_56,27,957,49,2,Geek
boy_57,37,162,53,3,Miser
boy_58,94,1799,35,8,Miser
boy_59,50,1257,42,0,Not_committed
boy_60,18,1580,83,4,Not_committed
boy_61,28,2868,13,8,Geek
boy_62,89,352,63,10,Generous
boy_63,85,2724,60,7,Geek
boy_64,74,2215,84,3,Generous
boy_65,37,508,45,1,Miser
boy_66,42,2746,43,7,Not_committed
boy_67,82,1235,64,10,Not_committed
boy_68,19,1378,11,4,Miser
boy_69,19,460,83,2,Generous
boy_70,39,1356,65,4,Not_committed
boy_71,44,1784,4,3,Geek
boy_72,21,1227,77,7,Not_committed
boy_73,92,2189,66,9,Miser
boy_74,62,1343,13,2,Not_committed
boy_75,69,2513,14,10,Not_committed
boy_76,94,1354,25,8,Geek
boy_77,73,278,100,1,Geek
boy_78,25,2568,80,6,Not_committed
boy_79,53,204,41,5,Miser
boy_80,83,293,30,5,Geek
boy_81,19,1703,13,10,Miser
boy_82,77,753,85,7,Not_committed
boy_83,60,2147,54,8,Generous
boy_84,99,491,51,10,Not_committed
boy_85,69,19,84,6,Not_committed
boy_86,65,2367,64,10,Generous
boy_87,66,533,8,10,Not_committed
boy_88,93,2291,40,6,Not_committed
boy_89,57,303,12,0,Geek
boy_90,89,105,40,4,Miser
boy_91,13,2080,62,7,Not_committed
boy_92,22,1267,97,0,Geek
boy_93,3,638,71,4,Miser
boy_94,26,1457,81,5,Geek
boy_95,37,1792,24,2,Geek
boy_96,22,749,80,8,Generous
boy_97,9,1170,46,5,Not_committed
boy_98,58,782,23,10,Geek
boy_99,90,713,57,10,Miser
boy_100,41,821,24,6,Miser
boy_101,78,406,15,6,Miser
boy_102,63,2009,100,1,Generous
boy_103,45,1395,10,7,Not_committed
boy_104,99,813,55,2,Not_committed
boy_105,82,2237,35,9,Geek
boy_106,85,1824,63,8,Not_committed
boy_107,55,1960,43,6,Generous
boy_108,48,103,9,2,Geek
boy_109,23,2257,91,2,Geek
boy_110,59,1670,58,1,Not_committed
boy_111,11,1080,49,0,Miser
boy_112,34,311,73,8,Geek
boy_113,22,2885,89,0,Not_committed
boy_114,13,2270,43,3,Generous
boy_115,10,2043,14,5,Miser
boy_116,32,2001,75,8,Generous
boy_117,37,1758,67,5,Generous
boy_118,96,321,55,1,Miser
boy_119,19,1061,15,4,Not_committed
boy_120,93,1731,14,3,Geek
boy_121,82,2718,11,6,Geek
boy_122,33,221,80,4,Geek
boy_123,33,1246,9,1,Generous
boy_124,2,2140,38,3,Not_committed
boy_125,96,360,37,8,Miser
boy_126,76,599,89,8,Geek
boy_127,4,1647,99,2,Not_committed
boy_128,65,2505,58,6,Not_committed
boy_129,96,440,71,9,Not_committed
boy_130,15,1127,52,10,Generous
boy_131,67,1484,97,8,Miser
boy_132,41,902,15,5,Not_committed
boy_133,60,1832,33,10,Miser
boy_134,91,1603,92,10,Geek
boy_135,90,2238,17,6,Not_committed
boy_136,98,2828,85,6,Geek
boy_137,60,313,35,10,Geek
boy_138,75,1353,59,1,Generous
boy_139,14,1387,4,9,Miser
boy_140,94,1400,21,0,Not_committed
boy_141,5,1937,63,0,Not_committed
boy_142,84,1774,56,4,Miser
boy_143,53,2806,44,9,Geek
boy_144,5,2895,33,5,Miser
boy_145,91,2660,81,9,Geek
boy_146,33,2983,62,10,Geek
boy_147,58,198,54,3,Miser
boy_148,12,591,54,8,Geek
boy_149,41,1040,65,7,Not_committed
boy_150,81,2838,23,2,Not_committed
boy_151,73,378,80,8,Miser
boy_152,22,892,98,4,Miser
boy_153,25,2766,45,1,Generous
boy_154,54,611,68,9,Miser
boy_155,81,68,71,9,Generous
boy_156,5,1339,78,4,Geek
boy_157,40,2636,10,5,Miser
boy_158,94,590,23,0,Generous
boy_159,26,1274,69,8,Miser
boy_160,49,1110,61,0,Generous
boy_161,12,184,31,2,Not_committed
boy_162,45,2431,47,4,Miser
boy_163,48,347,23,5,Generous
boy_164,79,980,97,1,Generous
boy_165,1,2623,28,7,Geek
boy_166,77,2828,29,5,Generous
boy_167,6,2375,100,0,Generous
boy_168,86,1296,96,2,Generous
boy_169,19,1085,34,9,Miser
boy_170,97,2853,40,0,Miser
boy_171,78,757,79,2,Miser
boy_172,88,1668,74,4,Geek
boy_173,60,491,42,7,Geek
boy_174,45,472,69,7,Geek
boy_175,21,313,85,8,Miser
boy_176,58,837,83,10,Generous
boy_177,16,86,38,0,Miser
boy_178,91,1894,51,7,Generous
boy_179,74,263,11,8,Geek
boy_180,55,516,89,3,Geek
boy_181,26,2960,59,6,Generous
boy_182,63,1199,49,10,Geek
boy_183,80,288,18,7,Miser
boy_184,64,1628,69,3,Geek
boy_185,4,1293,71,8,Generous
boy_186,70,2097,33,0,Miser
boy_187,30,1883,25,4,Miser
boy_188,61,1812,24,5,Geek
boy_189,91,1733,91,6,Not_committed
boy_190,7,2677,68,9,Miser
boy_191,23,1021,35,10,Generous
boy_192,67,718,29,4,Miser
boy_193,10,1190,4,10,Miser
boy_194,48,1133,76,0,Geek
boy_195,50,1064,50,4,Miser
boy_196,32,177,54,5,Geek
boy_197,5,2386,16,5,Generous
boy_198,59,2235,98,9,Miser
boy_199,87,599,100,3,Generous
boy_200,30,269,0,8,Geek
boy_201,63,85,92,4,Generous
boy_202,21,1208,12,3,Geek
boy_203,82,1358,50,7,Miser
boy_204,32,1037,88,0,Miser
boy_205,29,1061,4,9,Geek
boy_206,68,1561,53,2,Miser
boy_207,91,1286,80,7,Generous
boy_208,76,236,14,10,Generous
boy_209,21,717,95,10,Geek
boy_210,83,1599,23,10,Miser
boy_211,49,2432,92,2,Miser
boy_212,16,317,60,9,Geek
boy_213,81,701,66,3,Geek
boy_214,64,2430,65,7,Generous
boy_215,11,2865,26,1,Miser
boy_216,45,971,84,8,Geek
boy_217,19,1235,53,1,Generous
boy_218,61,324,46,6,Geek
boy_219,76,458,90,3,Miser
boy_220,59,2094,74,5,Miser
boy_221,1,1511,76,2,Not_committed
boy_222,24,2087,41,4,Generous
boy_223,24,594,16,0,Geek
boy_224,79,115,65,6,Miser
boy_225,14,2552,98,6,Generous
boy_226,10,1921,31,5,Geek
boy_227,83,2903,17,10,Geek
boy_228,68,1154,79,4,Generous
boy_229,56,794,33,7,Not_committed
boy_230,67,765,27,6,Not_committed
boy_231,48,403,35,5,Not_committed
boy_232,42,2123,61,0,Generous
boy_233,62,2981,46,4,Geek
boy_234,98,2522,100,5,Geek
boy_235,94,2628,26,1,Geek
boy_236,12,448,19,0,Not_committed
boy_237,32,781,92,5,Miser
boy_238,81,1892,80,1,Not_committed
boy_239,44,668,29,9,Not_committed
boy_240,53,2763,70,5,Not_committed
boy_241,12,262,5,7,Generous
boy_242,33,868,36,9,Geek
boy_243,32,2483,97,2,Not_committed
boy_244,60,611,24,8,Generous
boy_245,53,2261,95,7,Not_committed
boy_246,51,1729,90,10,Miser
boy_247,70,2180,37,2,Miser
boy_248,42,2124,95,1,Miser
boy_249,45,571,2,4,Miser
boy_250,52,1218,63,10,Generous
boy_251,81,1168,79,4,Generous
boy_252,78,658,32,9,Generous
boy_253,11,1826,35,1,Geek
boy_254,4,2364,88,5,Generous
boy_255,22,1733,100,10,Generous
boy_256,89,1449,4,9,Not_committed
boy_257,82,1187,98,8,Geek
boy_258,32,615,32,2,Not_committed
boy_259,7,177,39,3,Not_committed
boy_260,63,1204,83,7,Not_committed
boy_261,84,2558,85,1,Miser
boy_262,39,185,30,8,Not_committed
boy_263,70,193,47,2,Geek
boy_264,53,2345,41,5,Geek
boy_265,61,2741,35,3,Miser
boy_266,32,56,53,7,Generous
boy_267,74,1782,89,8,Generous
boy_268,47,1429,59,10,Miser
boy_269,44,1259,87,10,Miser
boy_270,97,169,40,9,Geek
boy_271,98,153,20,6,Miser
boy_272,59,116,99,10,Miser
boy_273,18,927,21,4,Generous
boy_274,9,2151,5,4,Generous
boy_275,41,1899,28,1,Miser
boy_276,100,2968,79,4,Geek
boy_277,32,1476,30,6,Geek
boy_278,41,1013,91,9,Not_committed
boy_279,78,1566,36,5,Not_committed
boy_280,100,2197,3,1,Generous
boy_281,74,1873,36,3,Miser
boy_282,41,357,44,3,Not_committed
boy_283,30,88,22,7,Geek
boy_284,32,2360,98,4,Generous
boy_285,37,2389,25,7,Geek
boy_286,50,645,67,7,Miser
boy_287,55,1421,58,9,Miser
boy_288,54,2908,12,1,Not_committed
boy_289,82,2960,16,9,Geek
boy_290,97,2416,94,5,Miser
boy_291,33,1675,51,7,Not_committed
boy_292,77,2387,55,1,Not_committed
boy_293,83,2429,84,10,Generous
boy_294,81,475,88,2,Geek
boy_295,0,949,14,6,Geek
boy_296,69,2822,17,5,Miser
boy_297,80,1173,31,8,Generous
boy_298,39,1122,27,0,Generous
boy_299,7,1625,6,4,Generous
boy_300,78,2071,81,3,Miser
boy_301,92,2316,11,9,Geek
